Year,Team,OPS,OBP
1959,Milwaukee Braves,0.743,0.326
1959,San Francisco Giants,0.736,0.322
1959,Detroit Tigers,0.735,0.335
1959,St. Louis Cardinals,0.731,0.331
1959,Los Angeles Dodgers,0.73,0.334
1959,Cleveland Indians,0.729,0.321
1959,New York Yankees,0.721,0.319
1959,Boston Red Sox,0.72,0.335
1959,Kansas City Athletics,0.716,0.326
1959,Chicago Cubs,0.715,0.317
1959,Pittsburgh Pirates,0.704,0.32
1959,Chicago White Sox,0.691,0.327
1959,Washington Senators,0.687,0.308
1959,Philadelphia Phillies,0.674,0.312
1959,Baltimore Orioles,0.655,0.31
1959,Cincinnati Redlegs,0.764,0.337
1959,Milwaukee Braves,0.743,0.326
1959,San Francisco Giants,0.736,0.322
1959,Detroit Tigers,0.735,0.335
1959,St. Louis Cardinals,0.731,0.331
1959,Los Angeles Dodgers,0.73,0.334
1959,Cleveland Indians,0.729,0.321
1959,New York Yankees,0.721,0.319
1959,Boston Red Sox,0.72,0.335
1959,Kansas City Athletics,0.716,0.326
1959,Chicago Cubs,0.715,0.317
1959,Pittsburgh Pirates,0.704,0.32
1959,Chicago White Sox,0.691,0.327
1959,Washington Senators,0.687,0.308
1959,Philadelphia Phillies,0.674,0.312
1959,Baltimore Orioles,0.655,0.31
1959,Cincinnati Redlegs,0.764,0.337
1959,Milwaukee Braves,0.743,0.326
1959,San Francisco Giants,0.736,0.322
1959,Detroit Tigers,0.735,0.335
1959,St. Louis Cardinals,0.731,0.331
1959,Los Angeles Dodgers,0.73,0.334
1959,Cleveland Indians,0.729,0.321
1959,New York Yankees,0.721,0.319
1959,Boston Red Sox,0.72,0.335
1959,Kansas City Athletics,0.716,0.326
1959,Chicago Cubs,0.715,0.317
1959,Pittsburgh Pirates,0.704,0.32
1959,Chicago White Sox,0.691,0.327
1959,Washington Senators,0.687,0.308
1959,Philadelphia Phillies,0.674,0.312
1959,Baltimore Orioles,0.655,0.31
1959,Cincinnati Redlegs,0.764,0.337
1959,Milwaukee Braves,0.743,0.326
1959,San Francisco Giants,0.736,0.322
1959,Detroit Tigers,0.735,0.335
1959,St. Louis Cardinals,0.731,0.331
1959,Los Angeles Dodgers,0.73,0.334
1959,Cleveland Indians,0.729,0.321
1959,New York Yankees,0.721,0.319
1959,Boston Red Sox,0.72,0.335
1959,Kansas City Athletics,0.716,0.326
1959,Chicago Cubs,0.715,0.317
1959,Pittsburgh Pirates,0.704,0.32
1959,Chicago White Sox,0.691,0.327
1959,Washington Senators,0.687,0.308
1959,Philadelphia Phillies,0.674,0.312
1959,Baltimore Orioles,0.655,0.31
1959,Cincinnati Redlegs,0.764,0.337
1959,Milwaukee Braves,0.743,0.326
1959,San Francisco Giants,0.736,0.322
1959,Detroit Tigers,0.735,0.335
1959,St. Louis Cardinals,0.731,0.331
1959,Los Angeles Dodgers,0.73,0.334
1959,Cleveland Indians,0.729,0.321
1959,New York Yankees,0.721,0.319
1959,Boston Red Sox,0.72,0.335
1959,Kansas City Athletics,0.716,0.326
1959,Chicago Cubs,0.715,0.317
1959,Pittsburgh Pirates,0.704,0.32
1959,Chicago White Sox,0.691,0.327
1959,Washington Senators,0.687,0.308
1959,Philadelphia Phillies,0.674,0.312
1959,Baltimore Orioles,0.655,0.31
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1960,New York Yankees,0.755,0.329
1960,Pittsburgh Pirates,0.742,0.335
1960,Chicago White Sox,0.741,0.345
1960,Milwaukee Braves,0.74,0.323
1960,Boston Red Sox,0.722,0.333
1960,St. Louis Cardinals,0.714,0.321
1960,Cleveland Indians,0.713,0.325
1960,San Francisco Giants,0.71,0.317
1960,Baltimore Orioles,0.709,0.332
1960,Washington Senators,0.708,0.324
1960,Los Angeles Dodgers,0.707,0.324
1960,Cincinnati Reds,0.706,0.318
1960,Detroit Tigers,0.699,0.324
1960,Chicago Cubs,0.682,0.313
1960,Kansas City Athletics,0.682,0.316
1960,Philadelphia Phillies,0.653,0.302
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1961,New York Yankees,0.772,0.33
1961,Detroit Tigers,0.768,0.347
1961,San Francisco Giants,0.752,0.329
1961,Cincinnati Reds,0.746,0.325
1961,Chicago Cubs,0.743,0.325
1961,Los Angeles Dodgers,0.743,0.338
1961,Milwaukee Braves,0.743,0.328
1961,Pittsburgh Pirates,0.738,0.328
1961,Cleveland Indians,0.732,0.326
1961,Chicago White Sox,0.73,0.335
1961,Los Angeles Angels,0.729,0.331
1961,St. Louis Cardinals,0.727,0.334
1961,Minnesota Twins,0.723,0.326
1961,Baltimore Orioles,0.716,0.326
1961,Boston Red Sox,0.708,0.334
1961,Washington Senators,0.682,0.315
1961,Kansas City Athletics,0.674,0.32
1961,Philadelphia Phillies,0.667,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1962,San Francisco Giants,0.782,0.341
1962,New York Yankees,0.763,0.337
1962,Minnesota Twins,0.75,0.338
1962,Cincinnati Reds,0.749,0.332
1962,Detroit Tigers,0.741,0.33
1962,Los Angeles Dodgers,0.737,0.337
1962,Milwaukee Braves,0.729,0.326
1962,St. Louis Cardinals,0.729,0.335
1962,Boston Red Sox,0.727,0.324
1962,Philadelphia Phillies,0.72,0.33
1962,Kansas City Athletics,0.718,0.332
1962,Pittsburgh Pirates,0.715,0.321
1962,Chicago White Sox,0.706,0.334
1962,Los Angeles Angels,0.705,0.325
1962,Baltimore Orioles,0.701,0.314
1962,Cleveland Indians,0.7,0.312
1962,Chicago Cubs,0.694,0.317
1962,Washington Senators,0.681,0.308
1962,New York Mets,0.679,0.318
1962,Houston Colt 45's,0.661,0.31
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
